,index,smiles
356,64349,CN1Cc2c(N)cccc2C(c2ccccc2)C1
357,64576,CN(C)CCc1c[nH]c2ccccc12
358,64686,O=C=O
359,64749,OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
360,64886,N[C@@H](CS)C(=O)O
361,64947,N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O
362,65057,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O
363,65145,CN1CCCC1c1cccnc1
364,65232,CC(C)(O)C(Cl)(Cl)Cl
365,65256,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
366,65264,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1
367,65276,O=C1N[C@H](C(=O)O)CS1
368,65512,CNC1(c2ccccc2Cl)CCCCC1=O
369,65644,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1
370,65670,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
371,65723,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
372,65889,Nc1nc(=O)[nH]cc1F
373,65907,CCCN[C@H]1CCc2nc(N)sc2C1
374,65987,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O
375,66008,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
376,66056,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O
377,66113,COc1cc(C(C)=O)ccc1O
378,66137,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O
379,66235,c1cnccn1
380,66297,CC1OC(C)OC(C)O1
381,66313,COC1=C(C)C(=O)C2=C(C1=O)[C@@H](COC(N)=O)[C@@]1(OC)[C@H]3N[C@H]3CN21
382,66381,NCCc1c[nH]c2ccc(O)cc12
383,66390,O=C(O)CCCCC1CCSS1
384,66405,O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
385,66438,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1
386,66504,O=C(O)c1cc(O)c(O)c(O)c1
387,66528,Cc1cc(=O)oc2cc(O)ccc12
388,66590,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
389,66616,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
390,66650,Oc1cccc(O)c1O
391,66702,CC(C)(S)[C@@H](N)C(=O)O
392,66743,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1
393,66758,O=C(O)/C=C/c1ccc(O)c(O)c1
394,66799,ClC=C(Cl)Cl
395,66838,NCc1ccc(S(N)(=O)=O)cc1
396,66880,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
397,66954,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1
398,66955,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
399,66968,O[C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12
400,67001,[H]O[H]
401,67031,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1
402,67109,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21
403,67178,NNc1nncc2ccccc12
404,67294,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1
405,67414,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1
406,67456,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
407,67637,C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O
408,67638,[H]C1([H])NC([H])([H])C([H])([H])NC1([H])[H]
409,67745,CC(O)(P(=O)(O)O)P(=O)(O)O
410,67961,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1
411,68144,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O
412,68182,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O
413,68287,CCCCOC(=O)c1ccc(N)cc1
414,68367,C[C@]12C(=O)OC(=O)[C@@]1(C)[C@@H]1CC[C@H]2O1
415,68492,CCN(CC)CCNc1ccc2ncn3c4ccc(O)cc4c(=O)c1c23
416,68511,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21
417,68563,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1
418,68612,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O
419,68642,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2
420,68802,COC(=O)[C@@H]1[C@H]2CC[C@@H](C[C@@H]1OC(=O)c1ccccc1)N2C
421,68827,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1
422,69119,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2
423,69159,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1
424,69171,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1
425,69203,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
426,69339,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C
427,69353,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(O)ccc3nc2-1
428,69388,COC(=O)/C=C/C(=O)OC
429,69469,CC(C)c1nc2c([nH]1)C(=O)C(=O)c1ccccc1-2
430,69526,CC(O)CC(=O)O
431,69779,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O
432,70023,Nc1ccc(/N=N/c2ccccc2)c(N)n1
433,70128,CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1
434,70185,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1
435,70407,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1
436,70408,N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O
437,70515,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
438,70521,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
439,70585,O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N12
440,70602,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC
441,70790,C#CCN(C)Cc1ccccc1
442,70814,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1
443,71009,CC(=O)NS(=O)(=O)c1ccc(N)cc1
444,71031,CC[C@@H](C(N)=O)N1CCCC1=O
445,71055,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1
446,71172,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O
447,71326,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O
448,71388,Nc1ccccc1C(=O)C[C@H](N)C(=O)O
449,71508,CC(N)Cc1ccc(O)cc1
450,71779,Cc1cccc(Nc2ccccc2C(=O)O)c1C
451,71843,Cc1c(N[C@@H](c2nnc(-c3ccc(C#N)cc3)o2)[C@H](C)O)ccc(C#N)c1Cl
452,72004,COc1cc(CCN)cc(OC)c1OC
453,72187,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
454,72405,CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl
455,72492,O=C(O)[C@H]1CCCN1C(=O)CCCCC(=O)N1CCC[C@@H]1C(=O)O
456,72517,C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O
457,72593,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O
458,72803,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1
459,72843,N#CCNC(=O)CNc1ccc(C(=O)O)cc1
460,72868,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C
461,73040,CCC1(CC)C(=O)NC(=O)NC1=O
462,73116,COC(=O)c1ccc(-c2ccc(C(=O)OC)cc2)cc1
463,73262,N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O
464,73270,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1
465,73447,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O
466,73584,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O
467,73978,Cc1cccc(C)c1OCC(C)N
468,74073,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
469,74203,CNC(=O)Oc1cccc2ccccc12
470,74306,NC[C@H]1CC[C@H](C(=O)O)CC1
471,74689,Cl/C=C(/Cl)Cl
472,74791,CC(C)Cc1ccc([C@@H](C)C(=O)O)cc1
473,74835,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1
474,74856,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1
475,75324,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O
476,75370,C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1
477,75468,c1cnc2cc3c(cc2n1)C1CNCC3C1
478,75569,O=c1[nH]c(=O)n(C2CCCO2)cc1F
479,75830,C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]12
480,75846,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O
481,76024,CN[C@@H](C)Cc1ccccc1
482,76138,O=C1c2c(O)cccc2Cc2cccc(O)c21
483,76188,CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C
484,76639,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
485,76663,Cn1cc(C[C@@H](N)C(=O)O)c2ccccc21
486,76667,CCOc1ccc2nc(S(N)(=O)=O)sc2c1
487,76702,C[C@@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1
488,76799,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C
489,76841,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
490,77046,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
491,77296,COC(=O)C(c1ccccc1)C1CCCCN1
492,77411,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1
493,77436,CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1
494,77465,CNC[C@H](O)c1cccc(O)c1
495,77481,Nc1ccc2cc3ccc(N)cc3nc2c1
496,77586,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
497,77689,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1
498,77745,c1ccc2nc3ccccc3cc2c1
499,77793,COc1ncc(C)c(-c2ccc3c(c2)[nH]c(=O)c2cnn([C@H]4CCOC4)c23)c1C
500,78126,COc1cc(/C=C/c2ccc(O)cc2)cc(OC)c1
501,78275,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1
502,78330,O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12
503,78368,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1
504,78777,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2
505,78901,CNC[C@H](O)c1ccc(O)c(O)c1
506,78947,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
507,79085,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1
508,79406,COc1cccc(C2(O)CCCCC2CN(C)C)c1
509,79416,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O
510,79450,O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-]
511,79721,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
512,79784,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12
513,79806,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1
514,80129,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1
515,80180,CNC1(C)C2CCC(C2)C1(C)C
516,80241,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1
517,80305,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O
518,80414,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1
519,80458,OCC(S)CS
520,80593,CCCCCCCCCCC(=O)O
521,80640,c1ccc2c(c1)ccc1ccccc12
522,80653,Cc1cnc(C(=O)O)c[n+]1[O-]
523,80685,C[C@H]1C(S[C@@H]2CN[C@H](C(=O)N(C)C)C2)=C(C(=O)O)N2C(=O)[C@H]([C@@H](C)O)[C@@H]12
524,80904,COc1ccc(CN2CCNCC2)c(OC)c1OC
525,80935,Oc1ncnc2[nH]ncc12
526,80973,CC12CC3CC(C)(C1)CC(N)(C3)C2
527,80975,C=C(C)[C@@H]1CC=C(CO)CC1
528,81139,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12
529,81167,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2
530,81280,COc1cc(O)c(CC=C(C)C)c(O)c1C(=O)/C=C/c1ccc(O)cc1
531,81419,C#CC(C)(O)CC
532,81427,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O
533,81618,CC(C)Cn1cnc2c(N)nc3cccnc3c21
534,81706,CCN(CC)CC(=O)Nc1c(C)cccc1C
535,81852,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O
536,81947,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
537,82039,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
538,82235,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1
539,82428,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O
540,82455,NCCCC(N)(C(=O)O)C(F)F
541,82593,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1
542,82777,CC(=O)Nc1nnc(S(N)(=O)=O)s1
543,82900,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O
544,83052,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O
545,83082,FC(F)OC(Cl)C(F)(F)F
546,83180,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O
547,83437,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1F
548,83544,CC(C)Cn1cnc2c(N)nc3ccccc3c21
549,83676,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
550,83767,O=C(CO)CO
551,83774,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1
552,83805,CC(N)C(O)c1ccccc1
553,84060,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
554,84079,C[C@H](N)Cc1ccccc1
555,84103,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1
556,84196,CN[C@@H](C)[C@@H](O)c1ccccc1
557,84231,COc1ccc(C(=O)c2ccccc2)c(O)c1
558,84307,NCCCC(O)(P(=O)(O)O)P(=O)(O)O
559,84321,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1
560,84397,CN(CC(=O)O)C(=N)N
561,84457,Cc1ccc(C(C)C)c(O)c1
562,84492,O=S(=O)(O)CCS
563,84681,Nc1c2c(nc3ccccc13)CCCC2
564,84767,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O
565,84854,CCCCOc1c(OCCCC)c(=O)c1=O
566,84875,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
567,84877,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1
568,84971,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F
569,85001,C[N+](C)(C)C[C@H](O)CC(=O)[O-]
570,85153,COc1c(N2C[C@H]3NCCC[C@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
571,85157,CN(C)CCN1C(=O)c2cccc3cc(N)cc(c23)C1=O
572,85173,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O
573,85183,O=C(O)c1cncc(F)c1
574,85275,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1
575,85405,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1
576,85410,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12
577,85543,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
578,85550,NC(=O)NCCC[C@H](N)C(=O)O
579,85641,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2
580,85773,CC1=NN(c2ccccc2)C(=O)C1
581,85816,Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1
582,85839,O=C(O)CCCCCCCC(=O)O
583,86037,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F
584,86096,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21
585,86196,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21
586,86230,c1ccc2[nH]c(-c3cscn3)nc2c1
587,86277,CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O
588,86285,NC(=O)c1cnccn1
589,86297,NC(=O)NO
590,86474,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
591,86476,C[N+](C)(C)CC(O)CC(=O)[O-]
592,86553,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
593,86639,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC
594,86660,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1
595,86710,NC(=O)N1c2ccccc2CC(=O)c2ccccc21
596,86731,COc1cc(CO)ccc1O
597,86829,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21
598,86854,N[C@H](CC(=O)O)C(=O)O
599,86871,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
600,86873,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C
601,86973,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314
602,87024,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1
603,87298,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
604,87353,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1
605,87477,C1=Cc2ccccc2NN=C1
606,87599,O=C(O)CC(O)C(=O)O
607,87764,NCCc1ccc(O)c(O)c1
608,87792,CN1CCCC1=O
609,87794,NC[C@@H]1CC[C@@H](C(=O)O)CC1
610,87836,CC(C)[C@H](N)C(=O)O
611,87867,Nc1ccc(C(=O)O)cc1
612,87905,OC(O)C(Cl)(Cl)Cl
613,87924,NCCc1c[nH]cn1
614,87966,O=C(O)/C=C/C(=O)O
615,87973,O
616,87981,NCCNCCNCCN
617,87995,N[C@@H](CS)C(=O)O
618,87997,C1CNCCN1
619,88041,CCCC(=O)O
620,88043,[H]C(Cl)(Cl)Cl
621,88060,CC(O)CO
622,88081,OCCO
623,88099,C=O
624,88113,Nc1ccc(C(=O)O)c(O)c1
625,88118,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1
626,88211,c1cc[nH]c1
627,88232,N
628,88305,NC(CO)(CO)CO
629,88396,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
630,88422,CC
631,88435,CC(C)c1cccc(C(C)C)c1O
632,88445,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314
633,88459,Cc1cn[nH]c1
634,88468,Nc1ccc(O)c(C(=O)O)c1
635,88505,O=C1CCO1
636,88527,CCOC(N)=O
637,88529,Nc1ccncc1
638,88544,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
639,88557,O=C(O)[C@@H](O)[C@H](O)C(=O)O
640,88567,NCCN
641,88572,CC(=O)O
642,88690,NCCS(=O)(=O)O
643,88708,O=C(O)C(O)c1ccccc1
644,88726,O=C(O)CCC(=O)O
645,88746,CCCCCCCC/C=C\CCCCCCCC(=O)O
646,88769,O=P(O)(O)O
647,88787,O=Cc1ccc(CO)o1
648,88815,N=C(N)NCCC[C@H](N)C(=O)O
649,88842,NC(=O)c1cccnc1
650,88851,N[C@@H](CCC(=O)O)C(=O)O
651,88852,CCOCC
652,88887,N[C@@H](Cc1ccc(O)cc1)C(=O)O
653,88974,O=C1CC[C@@H](C(=O)O)N1
654,88982,N[C@@H](CC(=O)O)C(=O)O
655,88993,O=C=O
656,89018,OCCOc1ccccc1
657,89042,N[C@@H](CO)C(=O)O
658,89064,CCC(=O)O
659,89070,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21
660,89076,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O
661,89083,O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1
662,89089,COC(=O)/C=C/C(=O)O
663,89100,O=C1NS(=O)(=O)c2ccccc21
664,89105,CC(C)O
665,89204,C=C1CC[C@H]2[C@H](CN)[C@@H]([C@@]3(C)CC[C@H](O)C[C@@H]3CO)CC[C@]12C
666,89260,N[C@H](CO)C(=O)O
667,89295,NC12CC3CC(CC(C3)C1)C2
668,89302,CON
669,89369,CC(N)Cc1ccccc1
670,89381,Cn1c(=O)c2[nH]cnc2n(C)c1=O
671,89386,O=C(O)c1ccccc1
672,89418,Oc1cc(O)cc(O)c1
673,89419,ClC(Cl)Cl
674,89476,O=C(O)CO
675,89490,c1cncnc1
676,89499,Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
677,89533,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
678,89549,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
679,89567,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
680,89680,OCC(O)CO
681,89707,NCCCC(=O)O
682,89718,Cc1ccc(S(N)(=O)=O)cc1
683,89731,CSCC[C@H](N)C(=O)O
684,89765,NCCCCN
685,89814,CC(=O)C(=O)O
686,89841,CC(O)C(=O)O
687,89858,CCCC
688,89866,C[C@@H](O)C(=O)O
